mr,ref
"name[X-name], eatType[pub], food[Chinese], area[city centre], familyFriendly[no], near[X-near]",near the x near in the city centre near the city centre near the city centre near the x near . it is not family friendly . it is not family friendly . <end> 
"name[X-name], eatType[pub], food[Chinese], area[city centre], familyFriendly[no], near[X-near]",near the x near in the city centre near the city centre near the city centre near the x near . it is not family friendly . it is not family friendly . <end> 
"name[X-name], eatType[pub], food[Chinese], area[city centre], familyFriendly[no], near[X-near]",near the x near in the city centre near the city centre near the city centre near the x near . it is not family friendly . it is not family friendly . <end> 
"name[X-name], eatType[pub], food[Chinese], area[city centre], familyFriendly[yes], near[X-near]",x name is located near the x near in the city centre near the x near is a family friendly chinese pub near the x near in the city centre near the x near . it is family friendly . <end> 
"name[X-name], eatType[pub], food[Chinese], area[city centre], familyFriendly[yes], near[X-near]",x name is located near the x near in the city centre near the x near is a family friendly chinese pub near the x near in the city centre near the x near . it is family friendly . <end> 
"name[X-name], eatType[pub], food[Chinese], area[city centre], familyFriendly[yes], near[X-near]",x name is located near the x near in the city centre near the x near is a family friendly chinese pub near the x near in the city centre near the x near . it is family friendly . <end> 
"name[X-name], eatType[pub], food[Chinese], area[city centre], familyFriendly[yes], near[X-near]",x name is located near the x near in the city centre near the x near is a family friendly chinese pub near the x near in the city centre near the x near . it is family friendly . <end> 
"name[X-name], eatType[pub], food[Chinese], area[city centre], familyFriendly[yes], near[X-near]",x name is located near the x near in the city centre near the x near is a family friendly chinese pub near the x near in the city centre near the x near . it is family friendly . <end> 
"name[X-name], eatType[pub], food[Chinese], area[city centre], familyFriendly[yes], near[X-near]",x name is located near the x near in the city centre near the x near is a family friendly chinese pub near the x near in the city centre near the x near . it is family friendly . <end> 
"name[X-name], eatType[pub], food[Chinese], area[riverside], familyFriendly[no], near[X-near]",x name is located near the x near in the city centre near the x near . it is not family friendly . it is located near x near . <end> 
"name[X-name], eatType[pub], food[Chinese], area[riverside], familyFriendly[no], near[X-near]",x name is located near the x near in the city centre near the x near . it is not family friendly . it is located near x near . <end> 
"name[X-name], eatType[pub], food[Chinese], area[riverside], familyFriendly[no], near[X-near]",x name is located near the x near in the city centre near the x near . it is not family friendly . it is located near x near . <end> 
"name[X-name], eatType[pub], food[Chinese], area[riverside], familyFriendly[no], near[X-near]",x name is located near the x near in the city centre near the x near . it is not family friendly . it is located near x near . <end> 
"name[X-name], eatType[pub], food[Chinese], area[riverside], familyFriendly[no], near[X-near]",x name is located near the x near in the city centre near the x near . it is not family friendly . it is located near x near . <end> 
"name[X-name], eatType[pub], food[Chinese], area[riverside], familyFriendly[no], near[X-near]",x name is located near the x near in the city centre near the x near . it is not family friendly . it is located near x near . <end> 
"name[X-name], eatType[pub], food[Chinese], area[riverside], familyFriendly[yes], near[X-near]",x name is a kid friendly chinese pub near the x near in the riverside area near x near . <end> 
"name[X-name], eatType[pub], food[Chinese], area[riverside], familyFriendly[yes], near[X-near]",x name is a kid friendly chinese pub near the x near in the riverside area near x near . <end> 
"name[X-name], eatType[pub], food[Chinese], area[riverside], familyFriendly[yes], near[X-near]",x name is a kid friendly chinese pub near the x near in the riverside area near x near . <end> 
"name[X-name], eatType[pub], food[Chinese], area[riverside], familyFriendly[yes], near[X-near]",x name is a kid friendly chinese pub near the x near in the riverside area near x near . <end> 
"name[X-name], eatType[pub], food[Chinese], area[riverside], familyFriendly[yes], near[X-near]",x name is a kid friendly chinese pub near the x near in the riverside area near x near . <end> 
"name[X-name], eatType[pub], food[Chinese], area[riverside], familyFriendly[yes], near[X-near]",x name is a kid friendly chinese pub near the x near in the riverside area near x near . <end> 
"name[X-name], eatType[pub], food[Chinese], area[riverside], familyFriendly[yes], near[X-near]",x name is a kid friendly chinese pub near the x near in the riverside area near x near . <end> 
"name[X-name], eatType[pub], food[Chinese], area[riverside], familyFriendly[yes], near[X-near]",x name is a kid friendly chinese pub near the x near in the riverside area near x near . <end> 
"name[X-name], eatType[pub], food[Chinese], area[riverside], familyFriendly[yes], near[X-near]",x name is a kid friendly chinese pub near the x near in the riverside area near x near . <end> 
"name[X-name], eatType[pub], food[Chinese], area[riverside], familyFriendly[yes], near[X-near]",x name is a kid friendly chinese pub near the x near in the riverside area near x near . <end> 
"name[X-name], eatType[pub], food[Chinese], area[riverside], familyFriendly[yes], near[X-near]",x name is a kid friendly chinese pub near the x near in the riverside area near x near . <end> 
"name[X-name], eatType[pub], food[Chinese], area[riverside], familyFriendly[yes], near[X-near]",x name is a kid friendly chinese pub near the x near in the riverside area near x near . <end> 
"name[X-name], eatType[pub], food[Chinese], area[riverside], familyFriendly[yes], near[X-near]",x name is a kid friendly chinese pub near the x near in the riverside area near x near . <end> 
"name[X-name], eatType[pub], food[Chinese], area[riverside], familyFriendly[yes], near[X-near]",x name is a kid friendly chinese pub near the x near in the riverside area near x near . <end> 
"name[X-name], eatType[pub], food[Chinese], area[riverside], familyFriendly[yes], near[X-near]",x name is a kid friendly chinese pub near the x near in the riverside area near x near . <end> 
"name[X-name], eatType[pub], food[Chinese], area[riverside], familyFriendly[yes], near[X-near]",x name is a kid friendly chinese pub near the x near in the riverside area near x near . <end> 
"name[X-name], eatType[pub], food[Chinese], area[riverside], familyFriendly[yes], near[X-near]",x name is a kid friendly chinese pub near the x near in the riverside area near x near . <end> 
"name[X-name], eatType[pub], food[Chinese], area[riverside], familyFriendly[yes], near[X-near]",x name is a kid friendly chinese pub near the x near in the riverside area near x near . <end> 
"name[X-name], eatType[pub], food[Chinese], area[riverside], familyFriendly[yes], near[X-near]",x name is a kid friendly chinese pub near the x near in the riverside area near x near . <end> 
"name[X-name], eatType[pub], food[Chinese], area[riverside], familyFriendly[yes], near[X-near]",x name is a kid friendly chinese pub near the x near in the riverside area near x near . <end> 
"name[X-name], eatType[pub], food[English], area[city centre], familyFriendly[no], near[X-near]",near the x near in the city centre near the x near . it is not family friendly . it is located in the city centre near the x near . it is not family friendly . <end> 
"name[X-name], eatType[pub], food[English], area[city centre], familyFriendly[no], near[X-near]",near the x near in the city centre near the x near . it is not family friendly . it is located in the city centre near the x near . it is not family friendly . <end> 
"name[X-name], eatType[pub], food[English], area[city centre], familyFriendly[no], near[X-near]",near the x near in the city centre near the x near . it is not family friendly . it is located in the city centre near the x near . it is not family friendly . <end> 
"name[X-name], eatType[pub], food[English], area[city centre], familyFriendly[no], near[X-near]",near the x near in the city centre near the x near . it is not family friendly . it is located in the city centre near the x near . it is not family friendly . <end> 
"name[X-name], eatType[pub], food[English], area[city centre], familyFriendly[no], near[X-near]",near the x near in the city centre near the x near . it is not family friendly . it is located in the city centre near the x near . it is not family friendly . <end> 
"name[X-name], eatType[pub], food[English], area[city centre], familyFriendly[no], near[X-near]",near the x near in the city centre near the x near . it is not family friendly . it is located in the city centre near the x near . it is not family friendly . <end> 
"name[X-name], eatType[pub], food[English], area[city centre], familyFriendly[yes], near[X-near]",near the x near in the city centre near the x near . it serves english food . it is located in the city centre . <end> 
"name[X-name], eatType[pub], food[English], area[city centre], familyFriendly[yes], near[X-near]",near the x near in the city centre near the x near . it serves english food . it is located in the city centre . <end> 
"name[X-name], eatType[pub], food[English], area[city centre], familyFriendly[yes], near[X-near]",near the x near in the city centre near the x near . it serves english food . it is located in the city centre . <end> 
"name[X-name], eatType[pub], food[English], area[city centre], familyFriendly[yes], near[X-near]",near the x near in the city centre near the x near . it serves english food . it is located in the city centre . <end> 
"name[X-name], eatType[pub], food[English], area[city centre], familyFriendly[yes], near[X-near]",near the x near in the city centre near the x near . it serves english food . it is located in the city centre . <end> 
"name[X-name], eatType[pub], food[English], area[city centre], familyFriendly[yes], near[X-near]",near the x near in the city centre near the x near . it serves english food . it is located in the city centre . <end> 
"name[X-name], eatType[pub], food[English], area[riverside], familyFriendly[no], near[X-near]",x name is an english pub near x near in the city centre near the x near . it is not family friendly . it is located near x near . it is not family friendly . <end> 
"name[X-name], eatType[pub], food[English], area[riverside], familyFriendly[no], near[X-near]",x name is an english pub near x near in the city centre near the x near . it is not family friendly . it is located near x near . it is not family friendly . <end> 
"name[X-name], eatType[pub], food[English], area[riverside], familyFriendly[no], near[X-near]",x name is an english pub near x near in the city centre near the x near . it is not family friendly . it is located near x near . it is not family friendly . <end> 
"name[X-name], eatType[pub], food[English], area[riverside], familyFriendly[no], near[X-near]",x name is an english pub near x near in the city centre near the x near . it is not family friendly . it is located near x near . it is not family friendly . <end> 
"name[X-name], eatType[pub], food[English], area[riverside], familyFriendly[no], near[X-near]",x name is an english pub near x near in the city centre near the x near . it is not family friendly . it is located near x near . it is not family friendly . <end> 
"name[X-name], eatType[pub], food[English], area[riverside], familyFriendly[no], near[X-near]",x name is an english pub near x near in the city centre near the x near . it is not family friendly . it is located near x near . it is not family friendly . <end> 
"name[X-name], eatType[pub], food[English], area[riverside], familyFriendly[no], near[X-near]",x name is an english pub near x near in the city centre near the x near . it is not family friendly . it is located near x near . it is not family friendly . <end> 
"name[X-name], eatType[pub], food[English], area[riverside], familyFriendly[no], near[X-near]",x name is an english pub near x near in the city centre near the x near . it is not family friendly . it is located near x near . it is not family friendly . <end> 
"name[X-name], eatType[pub], food[English], area[riverside], familyFriendly[no], near[X-near]",x name is an english pub near x near in the city centre near the x near . it is not family friendly . it is located near x near . it is not family friendly . <end> 
"name[X-name], eatType[pub], food[English], area[riverside], familyFriendly[no], near[X-near]",x name is an english pub near x near in the city centre near the x near . it is not family friendly . it is located near x near . it is not family friendly . <end> 
"name[X-name], eatType[pub], food[English], area[riverside], familyFriendly[no], near[X-near]",x name is an english pub near x near in the city centre near the x near . it is not family friendly . it is located near x near . it is not family friendly . <end> 
"name[X-name], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[X-near]",x name is a child friendly english pub near x near in riverside near the x near . it is family friendly . <end> 
"name[X-name], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[X-near]",x name is a child friendly english pub near x near in riverside near the x near . it is family friendly . <end> 
"name[X-name], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[X-near]",x name is a child friendly english pub near x near in riverside near the x near . it is family friendly . <end> 
"name[X-name], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[X-near]",x name is a child friendly english pub near x near in riverside near the x near . it is family friendly . <end> 
"name[X-name], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[X-near]",x name is a child friendly english pub near x near in riverside near the x near . it is family friendly . <end> 
"name[X-name], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[X-near]",x name is a child friendly english pub near x near in riverside near the x near . it is family friendly . <end> 
"name[X-name], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[X-near]",x name is a child friendly english pub near x near in riverside near the x near . it is family friendly . <end> 
"name[X-name], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[X-near]",x name is a child friendly english pub near x near in riverside near the x near . it is family friendly . <end> 
"name[X-name], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[X-near]",x name is a child friendly english pub near x near in riverside near the x near . it is family friendly . <end> 
"name[X-name], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[X-near]",x name is a child friendly english pub near x near in riverside near the x near . it is family friendly . <end> 
"name[X-name], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[X-near]",x name is a child friendly english pub near x near in riverside near the x near . it is family friendly . <end> 
"name[X-name], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[X-near]",x name is a child friendly english pub near x near in riverside near the x near . it is family friendly . <end> 
"name[X-name], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[X-near]",x name is a child friendly english pub near x near in riverside near the x near . it is family friendly . <end> 
"name[X-name], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[X-near]",x name is a child friendly english pub near x near in riverside near the x near . it is family friendly . <end> 
"name[X-name], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[X-near]",x name is a child friendly english pub near x near in riverside near the x near . it is family friendly . <end> 
"name[X-name], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[X-near]",x name is a child friendly english pub near x near in riverside near the x near . it is family friendly . <end> 
"name[X-name], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[X-near]",x name is a child friendly english pub near x near in riverside near the x near . it is family friendly . <end> 
"name[X-name], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[X-near]",x name is a child friendly english pub near x near in riverside near the x near . it is family friendly . <end> 
"name[X-name], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[X-near]",x name is a child friendly english pub near x near in riverside near the x near . it is family friendly . <end> 
"name[X-name], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[X-near]",x name is a child friendly english pub near x near in riverside near the x near . it is family friendly . <end> 
"name[X-name], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[X-near]",x name is a child friendly english pub near x near in riverside near the x near . it is family friendly . <end> 
"name[X-name], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[X-near]",x name is a child friendly english pub near x near in riverside near the x near . it is family friendly . <end> 
"name[X-name], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[X-near]",x name is a child friendly english pub near x near in riverside near the x near . it is family friendly . <end> 
"name[X-name], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[X-near]",x name is a child friendly english pub near x near in riverside near the x near . it is family friendly . <end> 
"name[X-name], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[X-near]",x name is a child friendly english pub near x near in riverside near the x near . it is family friendly . <end> 
"name[X-name], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[X-near]",x name is a child friendly english pub near x near in riverside near the x near . it is family friendly . <end> 
"name[X-name], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[X-near]",x name is a child friendly english pub near x near in riverside near the x near . it is family friendly . <end> 
"name[X-name], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[X-near]",x name is a child friendly english pub near x near in riverside near the x near . it is family friendly . <end> 
"name[X-name], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[X-near]",x name is a child friendly english pub near x near in riverside near the x near . it is family friendly . <end> 
"name[X-name], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[X-near]",x name is a child friendly english pub near x near in riverside near the x near . it is family friendly . <end> 
"name[X-name], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[X-near]",x name is a child friendly english pub near x near in riverside near the x near . it is family friendly . <end> 
"name[X-name], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[X-near]",x name is a child friendly english pub near x near in riverside near the x near . it is family friendly . <end> 
"name[X-name], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[X-near]",x name is a child friendly english pub near x near in riverside near the x near . it is family friendly . <end> 
"name[X-name], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[X-near]",x name is a child friendly english pub near x near in riverside near the x near . it is family friendly . <end> 
"name[X-name], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[X-near]",x name is a child friendly english pub near x near in riverside near the x near . it is family friendly . <end> 
"name[X-name], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[X-near]",x name is a child friendly english pub near x near in riverside near the x near . it is family friendly . <end> 
"name[X-name], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[X-near]",x name is a child friendly english pub near x near in riverside near the x near . it is family friendly . <end> 
"name[X-name], eatType[restaurant], food[Chinese], area[city centre], familyFriendly[no], near[X-near]",near the x near in the city centre near the city centre near the x near . it is not family friendly . it is not family friendly . <end> 
"name[X-name], eatType[restaurant], food[Chinese], area[city centre], familyFriendly[no], near[X-near]",near the x near in the city centre near the city centre near the x near . it is not family friendly . it is not family friendly . <end> 
"name[X-name], eatType[restaurant], food[Chinese], area[city centre], familyFriendly[no], near[X-near]",near the x near in the city centre near the city centre near the x near . it is not family friendly . it is not family friendly . <end> 
"name[X-name], eatType[restaurant], food[Chinese], area[city centre], familyFriendly[no], near[X-near]",near the x near in the city centre near the city centre near the x near . it is not family friendly . it is not family friendly . <end> 
"name[X-name], eatType[restaurant], food[Chinese], area[city centre], familyFriendly[no], near[X-near]",near the x near in the city centre near the city centre near the x near . it is not family friendly . it is not family friendly . <end> 
"name[X-name], eatType[restaurant], food[Chinese], area[city centre], familyFriendly[no], near[X-near]",near the x near in the city centre near the city centre near the x near . it is not family friendly . it is not family friendly . <end> 
"name[X-name], eatType[restaurant], food[Chinese], area[city centre], familyFriendly[no], near[X-near]",near the x near in the city centre near the city centre near the x near . it is not family friendly . it is not family friendly . <end> 
"name[X-name], eatType[restaurant], food[Chinese], area[city centre], familyFriendly[yes], near[X-near]",x name is a family friendly chinese restaurant near x near in the city centre near the x near is a family friendly chinese restaurant near x near . <end> 
"name[X-name], eatType[restaurant], food[Chinese], area[city centre], familyFriendly[yes], near[X-near]",x name is a family friendly chinese restaurant near x near in the city centre near the x near is a family friendly chinese restaurant near x near . <end> 
"name[X-name], eatType[restaurant], food[Chinese], area[city centre], familyFriendly[yes], near[X-near]",x name is a family friendly chinese restaurant near x near in the city centre near the x near is a family friendly chinese restaurant near x near . <end> 
"name[X-name], eatType[restaurant], food[Chinese], area[city centre], familyFriendly[yes], near[X-near]",x name is a family friendly chinese restaurant near x near in the city centre near the x near is a family friendly chinese restaurant near x near . <end> 
"name[X-name], eatType[restaurant], food[Chinese], area[city centre], familyFriendly[yes], near[X-near]",x name is a family friendly chinese restaurant near x near in the city centre near the x near is a family friendly chinese restaurant near x near . <end> 
"name[X-name], eatType[restaurant], food[Chinese], area[city centre], familyFriendly[yes], near[X-near]",x name is a family friendly chinese restaurant near x near in the city centre near the x near is a family friendly chinese restaurant near x near . <end> 
"name[X-name], eatType[restaurant], food[Chinese], area[riverside], familyFriendly[no], near[X-near]",x near x near in the city centre near the x near . it serves chinese food . it is not family friendly . <end> 
"name[X-name], eatType[restaurant], food[Chinese], area[riverside], familyFriendly[no], near[X-near]",x near x near in the city centre near the x near . it serves chinese food . it is not family friendly . <end> 
"name[X-name], eatType[restaurant], food[Chinese], area[riverside], familyFriendly[no], near[X-near]",x near x near in the city centre near the x near . it serves chinese food . it is not family friendly . <end> 
"name[X-name], eatType[restaurant], food[Chinese], area[riverside], familyFriendly[no], near[X-near]",x near x near in the city centre near the x near . it serves chinese food . it is not family friendly . <end> 
"name[X-name], eatType[restaurant], food[Chinese], area[riverside], familyFriendly[no], near[X-near]",x near x near in the city centre near the x near . it serves chinese food . it is not family friendly . <end> 
"name[X-name], eatType[restaurant], food[Chinese], area[riverside], familyFriendly[no], near[X-near]",x near x near in the city centre near the x near . it serves chinese food . it is not family friendly . <end> 
"name[X-name], eatType[restaurant], food[Chinese], area[riverside], familyFriendly[yes], near[X-near]",x name is a kid friendly chinese restaurant near x near in the riverside area is a family friendly chinese restaurant called x name . it is family friendly . <end> 
"name[X-name], eatType[restaurant], food[Chinese], area[riverside], familyFriendly[yes], near[X-near]",x name is a kid friendly chinese restaurant near x near in the riverside area is a family friendly chinese restaurant called x name . it is family friendly . <end> 
"name[X-name], eatType[restaurant], food[Chinese], area[riverside], familyFriendly[yes], near[X-near]",x name is a kid friendly chinese restaurant near x near in the riverside area is a family friendly chinese restaurant called x name . it is family friendly . <end> 
"name[X-name], eatType[restaurant], food[Chinese], area[riverside], familyFriendly[yes], near[X-near]",x name is a kid friendly chinese restaurant near x near in the riverside area is a family friendly chinese restaurant called x name . it is family friendly . <end> 
"name[X-name], eatType[restaurant], food[Chinese], area[riverside], familyFriendly[yes], near[X-near]",x name is a kid friendly chinese restaurant near x near in the riverside area is a family friendly chinese restaurant called x name . it is family friendly . <end> 
"name[X-name], eatType[restaurant], food[Chinese], area[riverside], familyFriendly[yes], near[X-near]",x name is a kid friendly chinese restaurant near x near in the riverside area is a family friendly chinese restaurant called x name . it is family friendly . <end> 
"name[X-name], eatType[restaurant], food[Chinese], area[riverside], familyFriendly[yes], near[X-near]",x name is a kid friendly chinese restaurant near x near in the riverside area is a family friendly chinese restaurant called x name . it is family friendly . <end> 
"name[X-name], eatType[restaurant], food[Chinese], area[riverside], familyFriendly[yes], near[X-near]",x name is a kid friendly chinese restaurant near x near in the riverside area is a family friendly chinese restaurant called x name . it is family friendly . <end> 
"name[X-name], eatType[restaurant], food[Chinese], area[riverside], familyFriendly[yes], near[X-near]",x name is a kid friendly chinese restaurant near x near in the riverside area is a family friendly chinese restaurant called x name . it is family friendly . <end> 
"name[X-name], eatType[restaurant], food[Chinese], area[riverside], familyFriendly[yes], near[X-near]",x name is a kid friendly chinese restaurant near x near in the riverside area is a family friendly chinese restaurant called x name . it is family friendly . <end> 
"name[X-name], eatType[restaurant], food[Chinese], area[riverside], familyFriendly[yes], near[X-near]",x name is a kid friendly chinese restaurant near x near in the riverside area is a family friendly chinese restaurant called x name . it is family friendly . <end> 
"name[X-name], eatType[restaurant], food[Chinese], area[riverside], familyFriendly[yes], near[X-near]",x name is a kid friendly chinese restaurant near x near in the riverside area is a family friendly chinese restaurant called x name . it is family friendly . <end> 
"name[X-name], eatType[restaurant], food[Chinese], area[riverside], familyFriendly[yes], near[X-near]",x name is a kid friendly chinese restaurant near x near in the riverside area is a family friendly chinese restaurant called x name . it is family friendly . <end> 
"name[X-name], eatType[restaurant], food[Chinese], area[riverside], familyFriendly[yes], near[X-near]",x name is a kid friendly chinese restaurant near x near in the riverside area is a family friendly chinese restaurant called x name . it is family friendly . <end> 
"name[X-name], eatType[restaurant], food[Chinese], area[riverside], familyFriendly[yes], near[X-near]",x name is a kid friendly chinese restaurant near x near in the riverside area is a family friendly chinese restaurant called x name . it is family friendly . <end> 
"name[X-name], eatType[restaurant], food[Chinese], area[riverside], familyFriendly[yes], near[X-near]",x name is a kid friendly chinese restaurant near x near in the riverside area is a family friendly chinese restaurant called x name . it is family friendly . <end> 
"name[X-name], eatType[restaurant], food[Chinese], area[riverside], familyFriendly[yes], near[X-near]",x name is a kid friendly chinese restaurant near x near in the riverside area is a family friendly chinese restaurant called x name . it is family friendly . <end> 
"name[X-name], eatType[restaurant], food[Chinese], area[riverside], familyFriendly[yes], near[X-near]",x name is a kid friendly chinese restaurant near x near in the riverside area is a family friendly chinese restaurant called x name . it is family friendly . <end> 
"name[X-name], eatType[restaurant], food[Chinese], area[riverside], familyFriendly[yes], near[X-near]",x name is a kid friendly chinese restaurant near x near in the riverside area is a family friendly chinese restaurant called x name . it is family friendly . <end> 
"name[X-name], eatType[restaurant], food[Chinese], area[riverside], familyFriendly[yes], near[X-near]",x name is a kid friendly chinese restaurant near x near in the riverside area is a family friendly chinese restaurant called x name . it is family friendly . <end> 
"name[X-name], eatType[restaurant], food[English], area[city centre], familyFriendly[no], near[X-near]",near the x near in the center of the city near the x near . it is not family friendly . it is located in the city centre near the x near . it is not family friendly . <end> 
"name[X-name], eatType[restaurant], food[English], area[city centre], familyFriendly[no], near[X-near]",near the x near in the center of the city near the x near . it is not family friendly . it is located in the city centre near the x near . it is not family friendly . <end> 
"name[X-name], eatType[restaurant], food[English], area[city centre], familyFriendly[no], near[X-near]",near the x near in the center of the city near the x near . it is not family friendly . it is located in the city centre near the x near . it is not family friendly . <end> 
"name[X-name], eatType[restaurant], food[English], area[city centre], familyFriendly[no], near[X-near]",near the x near in the center of the city near the x near . it is not family friendly . it is located in the city centre near the x near . it is not family friendly . <end> 
