mr,ref
"name[Blue Spice], eatType[pub], food[Chinese], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is located near the Rainbow Vegetarian Café in the city centre near the Rainbow Vegetarian Café is a family friendly chinese pub near the Rainbow Vegetarian Café in the city centre near the Rainbow Vegetarian Café . it is family friendly . <end> 
"name[Blue Spice], eatType[pub], food[Chinese], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is located near the Rainbow Vegetarian Café in the city centre near the Rainbow Vegetarian Café is a family friendly chinese pub near the Rainbow Vegetarian Café in the city centre near the Rainbow Vegetarian Café . it is family friendly . <end> 
"name[Blue Spice], eatType[pub], food[Chinese], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is located near the Rainbow Vegetarian Café in the city centre near the Rainbow Vegetarian Café is a family friendly chinese pub near the Rainbow Vegetarian Café in the city centre near the Rainbow Vegetarian Café . it is family friendly . <end> 
"name[Blue Spice], eatType[pub], food[Chinese], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is located near the Rainbow Vegetarian Café in the city centre near the Rainbow Vegetarian Café is a family friendly chinese pub near the Rainbow Vegetarian Café in the city centre near the Rainbow Vegetarian Café . it is family friendly . <end> 
"name[Blue Spice], eatType[pub], food[Chinese], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is located near the Rainbow Vegetarian Café in the city centre near the Rainbow Vegetarian Café is a family friendly chinese pub near the Rainbow Vegetarian Café in the city centre near the Rainbow Vegetarian Café . it is family friendly . <end> 
"name[Blue Spice], eatType[pub], food[Chinese], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is located near the Rainbow Vegetarian Café in the city centre near the Rainbow Vegetarian Café is a family friendly chinese pub near the Rainbow Vegetarian Café in the city centre near the Rainbow Vegetarian Café . it is family friendly . <end> 
"name[Blue Spice], eatType[pub], food[Chinese], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]",Blue Spice is located near the Rainbow Vegetarian Café in the city centre near the Rainbow Vegetarian Café . it is not family friendly . it is located near Rainbow Vegetarian Café . <end> 
"name[Blue Spice], eatType[pub], food[Chinese], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]",Blue Spice is located near the Rainbow Vegetarian Café in the city centre near the Rainbow Vegetarian Café . it is not family friendly . it is located near Rainbow Vegetarian Café . <end> 
"name[Blue Spice], eatType[pub], food[Chinese], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]",Blue Spice is located near the Rainbow Vegetarian Café in the city centre near the Rainbow Vegetarian Café . it is not family friendly . it is located near Rainbow Vegetarian Café . <end> 
"name[Blue Spice], eatType[pub], food[Chinese], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]",Blue Spice is located near the Rainbow Vegetarian Café in the city centre near the Rainbow Vegetarian Café . it is not family friendly . it is located near Rainbow Vegetarian Café . <end> 
"name[Blue Spice], eatType[pub], food[Chinese], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]",Blue Spice is located near the Rainbow Vegetarian Café in the city centre near the Rainbow Vegetarian Café . it is not family friendly . it is located near Rainbow Vegetarian Café . <end> 
"name[Blue Spice], eatType[pub], food[Chinese], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]",Blue Spice is located near the Rainbow Vegetarian Café in the city centre near the Rainbow Vegetarian Café . it is not family friendly . it is located near Rainbow Vegetarian Café . <end> 
"name[Blue Spice], eatType[pub], food[Chinese], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a kid friendly chinese pub near the Rainbow Vegetarian Café in the riverside area near Rainbow Vegetarian Café . <end> 
"name[Blue Spice], eatType[pub], food[Chinese], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a kid friendly chinese pub near the Rainbow Vegetarian Café in the riverside area near Rainbow Vegetarian Café . <end> 
"name[Blue Spice], eatType[pub], food[Chinese], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a kid friendly chinese pub near the Rainbow Vegetarian Café in the riverside area near Rainbow Vegetarian Café . <end> 
"name[Blue Spice], eatType[pub], food[Chinese], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a kid friendly chinese pub near the Rainbow Vegetarian Café in the riverside area near Rainbow Vegetarian Café . <end> 
"name[Blue Spice], eatType[pub], food[Chinese], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a kid friendly chinese pub near the Rainbow Vegetarian Café in the riverside area near Rainbow Vegetarian Café . <end> 
"name[Blue Spice], eatType[pub], food[Chinese], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a kid friendly chinese pub near the Rainbow Vegetarian Café in the riverside area near Rainbow Vegetarian Café . <end> 
"name[Blue Spice], eatType[pub], food[Chinese], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a kid friendly chinese pub near the Rainbow Vegetarian Café in the riverside area near Rainbow Vegetarian Café . <end> 
"name[Blue Spice], eatType[pub], food[Chinese], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a kid friendly chinese pub near the Rainbow Vegetarian Café in the riverside area near Rainbow Vegetarian Café . <end> 
"name[Blue Spice], eatType[pub], food[Chinese], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a kid friendly chinese pub near the Rainbow Vegetarian Café in the riverside area near Rainbow Vegetarian Café . <end> 
"name[Blue Spice], eatType[pub], food[Chinese], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a kid friendly chinese pub near the Rainbow Vegetarian Café in the riverside area near Rainbow Vegetarian Café . <end> 
"name[Blue Spice], eatType[pub], food[Chinese], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a kid friendly chinese pub near the Rainbow Vegetarian Café in the riverside area near Rainbow Vegetarian Café . <end> 
"name[Blue Spice], eatType[pub], food[Chinese], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a kid friendly chinese pub near the Rainbow Vegetarian Café in the riverside area near Rainbow Vegetarian Café . <end> 
"name[Blue Spice], eatType[pub], food[Chinese], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a kid friendly chinese pub near the Rainbow Vegetarian Café in the riverside area near Rainbow Vegetarian Café . <end> 
"name[Blue Spice], eatType[pub], food[Chinese], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a kid friendly chinese pub near the Rainbow Vegetarian Café in the riverside area near Rainbow Vegetarian Café . <end> 
"name[Blue Spice], eatType[pub], food[Chinese], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a kid friendly chinese pub near the Rainbow Vegetarian Café in the riverside area near Rainbow Vegetarian Café . <end> 
"name[Blue Spice], eatType[pub], food[Chinese], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a kid friendly chinese pub near the Rainbow Vegetarian Café in the riverside area near Rainbow Vegetarian Café . <end> 
"name[Blue Spice], eatType[pub], food[Chinese], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a kid friendly chinese pub near the Rainbow Vegetarian Café in the riverside area near Rainbow Vegetarian Café . <end> 
"name[Blue Spice], eatType[pub], food[Chinese], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a kid friendly chinese pub near the Rainbow Vegetarian Café in the riverside area near Rainbow Vegetarian Café . <end> 
"name[Blue Spice], eatType[pub], food[Chinese], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a kid friendly chinese pub near the Rainbow Vegetarian Café in the riverside area near Rainbow Vegetarian Café . <end> 
"name[Blue Spice], eatType[pub], food[Chinese], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a kid friendly chinese pub near the Rainbow Vegetarian Café in the riverside area near Rainbow Vegetarian Café . <end> 
"name[Blue Spice], eatType[pub], food[English], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]",near the Rainbow Vegetarian Café in the city centre near the Rainbow Vegetarian Café . it is not family friendly . it is located in the city centre near the Rainbow Vegetarian Café . it is not family friendly . <end> 
"name[Blue Spice], eatType[pub], food[English], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]",near the Rainbow Vegetarian Café in the city centre near the Rainbow Vegetarian Café . it is not family friendly . it is located in the city centre near the Rainbow Vegetarian Café . it is not family friendly . <end> 
"name[Blue Spice], eatType[pub], food[English], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]",near the Rainbow Vegetarian Café in the city centre near the Rainbow Vegetarian Café . it is not family friendly . it is located in the city centre near the Rainbow Vegetarian Café . it is not family friendly . <end> 
"name[Blue Spice], eatType[pub], food[English], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]",near the Rainbow Vegetarian Café in the city centre near the Rainbow Vegetarian Café . it is not family friendly . it is located in the city centre near the Rainbow Vegetarian Café . it is not family friendly . <end> 
"name[Blue Spice], eatType[pub], food[English], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]",near the Rainbow Vegetarian Café in the city centre near the Rainbow Vegetarian Café . it is not family friendly . it is located in the city centre near the Rainbow Vegetarian Café . it is not family friendly . <end> 
"name[Blue Spice], eatType[pub], food[English], area[city centre], familyFriendly[no], near[Rainbow Vegetarian Café]",near the Rainbow Vegetarian Café in the city centre near the Rainbow Vegetarian Café . it is not family friendly . it is located in the city centre near the Rainbow Vegetarian Café . it is not family friendly . <end> 
"name[Blue Spice], eatType[pub], food[English], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]",near the Rainbow Vegetarian Café in the city centre near the Rainbow Vegetarian Café . it serves english food . it is located in the city centre . <end> 
"name[Blue Spice], eatType[pub], food[English], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]",near the Rainbow Vegetarian Café in the city centre near the Rainbow Vegetarian Café . it serves english food . it is located in the city centre . <end> 
"name[Blue Spice], eatType[pub], food[English], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]",near the Rainbow Vegetarian Café in the city centre near the Rainbow Vegetarian Café . it serves english food . it is located in the city centre . <end> 
"name[Blue Spice], eatType[pub], food[English], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]",near the Rainbow Vegetarian Café in the city centre near the Rainbow Vegetarian Café . it serves english food . it is located in the city centre . <end> 
"name[Blue Spice], eatType[pub], food[English], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]",near the Rainbow Vegetarian Café in the city centre near the Rainbow Vegetarian Café . it serves english food . it is located in the city centre . <end> 
"name[Blue Spice], eatType[pub], food[English], area[city centre], familyFriendly[yes], near[Rainbow Vegetarian Café]",near the Rainbow Vegetarian Café in the city centre near the Rainbow Vegetarian Café . it serves english food . it is located in the city centre . <end> 
"name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]",Blue Spice is an english pub near Rainbow Vegetarian Café in the city centre near the Rainbow Vegetarian Café . it is not family friendly . it is located near Rainbow Vegetarian Café . it is not family friendly . <end> 
"name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]",Blue Spice is an english pub near Rainbow Vegetarian Café in the city centre near the Rainbow Vegetarian Café . it is not family friendly . it is located near Rainbow Vegetarian Café . it is not family friendly . <end> 
"name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]",Blue Spice is an english pub near Rainbow Vegetarian Café in the city centre near the Rainbow Vegetarian Café . it is not family friendly . it is located near Rainbow Vegetarian Café . it is not family friendly . <end> 
"name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]",Blue Spice is an english pub near Rainbow Vegetarian Café in the city centre near the Rainbow Vegetarian Café . it is not family friendly . it is located near Rainbow Vegetarian Café . it is not family friendly . <end> 
"name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]",Blue Spice is an english pub near Rainbow Vegetarian Café in the city centre near the Rainbow Vegetarian Café . it is not family friendly . it is located near Rainbow Vegetarian Café . it is not family friendly . <end> 
"name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]",Blue Spice is an english pub near Rainbow Vegetarian Café in the city centre near the Rainbow Vegetarian Café . it is not family friendly . it is located near Rainbow Vegetarian Café . it is not family friendly . <end> 
"name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]",Blue Spice is an english pub near Rainbow Vegetarian Café in the city centre near the Rainbow Vegetarian Café . it is not family friendly . it is located near Rainbow Vegetarian Café . it is not family friendly . <end> 
"name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]",Blue Spice is an english pub near Rainbow Vegetarian Café in the city centre near the Rainbow Vegetarian Café . it is not family friendly . it is located near Rainbow Vegetarian Café . it is not family friendly . <end> 
"name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]",Blue Spice is an english pub near Rainbow Vegetarian Café in the city centre near the Rainbow Vegetarian Café . it is not family friendly . it is located near Rainbow Vegetarian Café . it is not family friendly . <end> 
"name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]",Blue Spice is an english pub near Rainbow Vegetarian Café in the city centre near the Rainbow Vegetarian Café . it is not family friendly . it is located near Rainbow Vegetarian Café . it is not family friendly . <end> 
"name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[no], near[Rainbow Vegetarian Café]",Blue Spice is an english pub near Rainbow Vegetarian Café in the city centre near the Rainbow Vegetarian Café . it is not family friendly . it is located near Rainbow Vegetarian Café . it is not family friendly . <end> 
"name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a child friendly english pub near Rainbow Vegetarian Café in riverside near the Rainbow Vegetarian Café . it is family friendly . <end> 
"name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a child friendly english pub near Rainbow Vegetarian Café in riverside near the Rainbow Vegetarian Café . it is family friendly . <end> 
"name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a child friendly english pub near Rainbow Vegetarian Café in riverside near the Rainbow Vegetarian Café . it is family friendly . <end> 
"name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a child friendly english pub near Rainbow Vegetarian Café in riverside near the Rainbow Vegetarian Café . it is family friendly . <end> 
"name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a child friendly english pub near Rainbow Vegetarian Café in riverside near the Rainbow Vegetarian Café . it is family friendly . <end> 
"name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a child friendly english pub near Rainbow Vegetarian Café in riverside near the Rainbow Vegetarian Café . it is family friendly . <end> 
"name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a child friendly english pub near Rainbow Vegetarian Café in riverside near the Rainbow Vegetarian Café . it is family friendly . <end> 
"name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a child friendly english pub near Rainbow Vegetarian Café in riverside near the Rainbow Vegetarian Café . it is family friendly . <end> 
"name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a child friendly english pub near Rainbow Vegetarian Café in riverside near the Rainbow Vegetarian Café . it is family friendly . <end> 
"name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a child friendly english pub near Rainbow Vegetarian Café in riverside near the Rainbow Vegetarian Café . it is family friendly . <end> 
"name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a child friendly english pub near Rainbow Vegetarian Café in riverside near the Rainbow Vegetarian Café . it is family friendly . <end> 
"name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a child friendly english pub near Rainbow Vegetarian Café in riverside near the Rainbow Vegetarian Café . it is family friendly . <end> 
"name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a child friendly english pub near Rainbow Vegetarian Café in riverside near the Rainbow Vegetarian Café . it is family friendly . <end> 
"name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a child friendly english pub near Rainbow Vegetarian Café in riverside near the Rainbow Vegetarian Café . it is family friendly . <end> 
"name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a child friendly english pub near Rainbow Vegetarian Café in riverside near the Rainbow Vegetarian Café . it is family friendly . <end> 
"name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a child friendly english pub near Rainbow Vegetarian Café in riverside near the Rainbow Vegetarian Café . it is family friendly . <end> 
"name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a child friendly english pub near Rainbow Vegetarian Café in riverside near the Rainbow Vegetarian Café . it is family friendly . <end> 
"name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a child friendly english pub near Rainbow Vegetarian Café in riverside near the Rainbow Vegetarian Café . it is family friendly . <end> 
"name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a child friendly english pub near Rainbow Vegetarian Café in riverside near the Rainbow Vegetarian Café . it is family friendly . <end> 
"name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a child friendly english pub near Rainbow Vegetarian Café in riverside near the Rainbow Vegetarian Café . it is family friendly . <end> 
"name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a child friendly english pub near Rainbow Vegetarian Café in riverside near the Rainbow Vegetarian Café . it is family friendly . <end> 
"name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a child friendly english pub near Rainbow Vegetarian Café in riverside near the Rainbow Vegetarian Café . it is family friendly . <end> 
"name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a child friendly english pub near Rainbow Vegetarian Café in riverside near the Rainbow Vegetarian Café . it is family friendly . <end> 
"name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a child friendly english pub near Rainbow Vegetarian Café in riverside near the Rainbow Vegetarian Café . it is family friendly . <end> 
"name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a child friendly english pub near Rainbow Vegetarian Café in riverside near the Rainbow Vegetarian Café . it is family friendly . <end> 
"name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a child friendly english pub near Rainbow Vegetarian Café in riverside near the Rainbow Vegetarian Café . it is family friendly . <end> 
"name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a child friendly english pub near Rainbow Vegetarian Café in riverside near the Rainbow Vegetarian Café . it is family friendly . <end> 
"name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a child friendly english pub near Rainbow Vegetarian Café in riverside near the Rainbow Vegetarian Café . it is family friendly . <end> 
"name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a child friendly english pub near Rainbow Vegetarian Café in riverside near the Rainbow Vegetarian Café . it is family friendly . <end> 
"name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a child friendly english pub near Rainbow Vegetarian Café in riverside near the Rainbow Vegetarian Café . it is family friendly . <end> 
"name[Blue Spice], eatType[pub], food[English], area[riverside], familyFriendly[yes], near[Rainbow Vegetarian Café]",Blue Spice is a child friendly english pub near Rainbow Vegetarian Café in riverside near the Rainbow Vegetarian Café . it is family friendly . <end> 
